时间,前100持仓量,前50持仓量,前30持仓量,前10持仓量
"2020-07-16 00:00","37823566.502758704","29755721.55877727","25295368.83616404","17744571.39172323",
"2020-07-17 00:00","37811539.77996506","29736590.588472858","25279923.331682403","17742441.112099178",
"2020-07-18 00:00","37787563.990010284","29720724.382282536","25270471.38690814","17738744.232731186",
"2020-07-19 00:00","37854573.642458744","29785709.498394","25329859.919679645","17799132.76550269",
"2020-07-20 00:00","37892391.300107144","29841037.155832976","25416408.02281001","17877784.930126984",
"2020-07-21 00:00","37941810.462805234","29896848.664531916","25469564.822493367","17921304.949563086",
"2020-07-22 00:00","38014894.40606124","29923160.509269167","25512211.96262117","17948569.179261487",
"2020-07-23 00:00","38215136.455921076","30215365.539891932","25815153.672791734","18195773.576410174",
"2020-07-24 00:00","37790162.781220704","29973681.28378114","25870340.57387739","18276831.89925175",
"2020-07-25 00:00","37798529.52466068","30021496.902749203","25932835.558896493","18370253.44347225",
"2020-07-26 00:00","37906104.64212527","30053989.86617432","25905699.691987436","18334021.043701515",
"2020-07-27 00:00","37845319.151252106","30039226.36143094","25928890.81113323","18510196.322637558",
"2020-07-28 00:00","37868162.5108298","30061069.920831773","25956031.593952794","18523900.31988876",
"2020-07-29 00:00","38013615.90835647","30226673.97779542","26120416.53400013","18653206.107778322",
"2020-07-30 00:00","38116221.029849716","30351086.4839345","26237895.58478822","18772286.802463766",
"2020-07-31 00:00","38223262.18689622","30458127.640981","26332719.018611725","18840365.02551952",
"2020-08-01 00:00","38241925.96367089","30440640.997487552","26311524.61186705","18793211.39515518",
"2020-08-02 00:00","38277243.40823566","30458985.7196226","26316905.147788167","18790652.50498953",
"2020-08-03 00:00","38272729.184802026","30461572.66702833","26304118.68810964","18764628.70862344",
"2020-08-04 00:00","38354585.617354155","30537419.640070673","26378689.46951047","18806013.54821263",
"2020-08-05 00:00","38363927.74705614","30547645.136452407","26396378.635370992","18834641.38642843",
"2020-08-06 00:00","38409128.18529649","30584875.658097927","26415677.834094886","18865505.5099259",
"2020-08-07 00:00","38464125.66248766","30618088.747556787","26409959.90184302","18814434.893889952",
"2020-08-08 00:00","38459139.52719018","30589022.6820134","26375930.48024859","18787371.699519336",
"2020-08-09 00:00","38500386.85868711","30637979.068874512","26424886.8671097","18813121.853184305",
"2020-08-10 00:00","38538569.52595775","30676244.12632661","26465650.75857417","18914921.479542576",
"2020-08-11 00:00","38671463.55698522","30801963.335770667","26592371.239801854","18910820.010754336",
"2020-08-12 00:00","38725283.137042895","30823027.740716968","26555476.403865766","18828139.31901159",
"2020-08-13 00:00","38710063.02368891","30807164.572139233","26539613.23528803","18747026.529567573",
"2020-08-14 00:00","38801633.81491598","30911906.144635733","26591991.696688306","18677756.454550143",
"2020-08-15 00:00","38806881.19940358","30912140.16307713","26594626.190797485","18683126.05901022",
"2020-08-16 00:00","38859717.664613076","30954229.630519964","26661506.91782941","18747456.32312519",
"2020-08-17 00:00","38818645.325236715","30904109.75637786","26593439.830565207","18717772.285713237",
"2020-08-18 00:00","38748915.94498289","30832054.958931945","26531597.794168692","18687250.947468437",
"2020-08-19 00:00","38744981.36281099","30818722.875443425","26561355.831975732","18718219.182608947",
"2020-08-20 00:00","38723170.990754165","30826520.088154443","26571956.663540218","18737435.728512242",
"2020-08-21 00:00","38731745.81753266","30786915.86258421","26538973.28060316","18742331.105754673",
"2020-08-22 00:00","38700730.52238825","30782314.300500248","26531333.90125845","18761073.12572655",
"2020-08-23 00:00","38773305.13165215","30852846.033643045","26608151.62085156","18813984.73023864",
"2020-08-24 00:00","38759165.811590895","30804038.682440154","26564251.020567246","18810107.45393013",
"2020-08-25 00:00","38804657.19982591","30844166.467158042","26611858.92742193","18861022.216479834",
"2020-08-26 00:00","38753614.7458841","30769508.06733738","26543797.088779297","18846505.437152788",
"2020-08-27 00:00","38801199.92837315","30808902.165163685","26569888.81709214","18866455.921870947",
"2020-08-28 00:00","38894147.81950472","30907805.73128111","26665562.925394654","18969787.78432854",
"2020-08-29 00:00","39054669.42560314","31121427.167663604","26883924.679787986","19157649.050060555",
"2020-08-30 00:00","39133112.75956606","31213277.17696993","26986642.122317556","19293395.68902749",
"2020-08-31 00:00","39514616.162710965","31606559.86121","27381699.704168078","19688881.71135494",
"2020-09-01 00:00","39916265.35555795","32019170.79916359","27818264.06367761","20175684.869613245",
"2020-09-02 00:00","39852532.02835817","31906069.347410593","27690405.60955059","19987453.1105184",
"2020-09-03 00:00","39887884.748254344","31981877.18498609","27872328.80718109","20345471.143284425",
"2020-09-04 00:00","39872398.740730464","32005803.804441195","27880717.078619298","20393521.455502328",
"2020-09-05 00:00","39612207.004170805","31715125.170019105","27571052.364653982","20097198.298420276",
"2020-09-06 00:00","39499903.49139215","31578555.983476046","27413818.61740417","19859459.584600292",
"2020-09-07 00:00","39757499.059410594","31895419.30596959","27752148.13014378","20196549.406376228",
"2020-09-08 00:00","39734748.86413121","31857512.124169424","27731539.396684416","20175910.672916867",
"2020-09-09 00:00","39649247.323799245","31797821.424110442","27672196.35951369","20098274.63574614",
"2020-09-10 00:00","40147377.73734231","32292779.273593318","28164950.29437917","20590798.002690475",
"2020-09-11 00:00","40309936.853555955","32449185.744679462","28321564.459031515","20815016.290116508",
"2020-09-12 00:00","40213337.37317443","32295829.942473073","28120862.933771126","20555120.244571418",
"2020-09-13 00:00","39697823.532403216","31748806.87980127","27640949.884117674","20176928.83357286",
"2020-09-14 00:00","39745928.03701436","31786481.48682555","27655898.102432393","20191877.03668758",
"2020-09-15 00:00","39821292.451040864","31857283.25766654","27712757.19975458","20244067.134009767",
"2020-09-16 00:00","39583991.661985494","31648807.540385693","27594315.521855734","20152829.741323326",
"2020-09-17 00:00","39596053.93910271","31672218.792869218","27572164.520319592","20127978.341807213",
"2020-09-18 00:00","40046021.56709661","32165033.93970255","28100145.132187903","20649560.28790022",
"2020-09-19 00:00","40171799.8015306","32372864.91167618","28335801.249003846","20891508.614521947",
"2020-09-20 00:00","40253230.31743728","32457183.12250168","28469827.4517149","21029586.014320906",
"2020-09-21 00:00","40057096.6098875","32274992.169705562","28297391.530932724","20938929.58436644",
"2020-09-22 00:00","40082552.69561186","32288994.41191066","28305998.74212481","20946951.85743705",
"2020-09-23 00:00","39974213.3629805","32141726.5854164","28109052.580940176","20584432.29241732",
"2020-09-24 00:00","39916878.05968352","32092915.68878506","28079625.76247754","20560393.428768836",
"2020-09-25 00:00","39968494.811257444","32139108.06427077","28107229.090167563","20602839.51543356",
"2020-09-26 00:00","40014198.97107312","32178990.695044633","28115124.186009806","20548396.968489006",
"2020-09-27 00:00","40133243.462092735","32289726.395977836","28226453.356532857","20593046.89523325",
"2020-09-28 00:00","40348940.1360979","32459270.004153773","28339345.349131685","20583143.626169223",
"2020-09-29 00:00","40356628.54074274","32452802.354459465","28274651.217378918","20240590.136500515",
"2020-09-30 00:00","40339471.12751626","32432915.554637145","28254764.4175566","20248063.653919876",
"2020-10-01 00:00","40302879.6177643","32419140.67391294","28244968.56497391","20316866.245449677",
"2020-10-02 00:00","40337307.71799756","32438268.98025669","28264096.871317662","20345731.71668015",
"2020-10-03 00:00","40400751.00824654","32494066.739401717","28319894.630462687","20430236.98742675",
"2020-10-04 00:00","40369485.607237704","32462754.267161466","28288582.158222437","20418507.75803577",
"2020-10-05 00:00","40315007.07505895","32380355.222268213","28206183.113329183","20434163.466324795",
"2020-10-06 00:00","40201281.38429408","32269820.55125187","28091567.67557463","20365957.173982456",
"2020-10-07 00:00","40211695.68440381","32273029.177006677","28089231.717097297","20359721.27475858",
"2020-10-08 00:00","40124401.901258424","32207501.76632061","28009377.935208138","20387189.194112096",
"2020-10-09 00:00","40108261.2999031","32223864.056080274","28024001.815171614","20522874.855445974",
"2020-10-10 00:00","40138434.322325654","32285780.97936892","28135768.347197793","20642701.866778817",
"2020-10-11 00:00","40296309.099416226","32411710.592138093","28260203.442465276","20762450.55804375",
"2020-10-12 00:00","40332476.447332196","32417594.51358222","28254004.70372321","20764472.71107039",
"2020-10-13 00:00","40354149.55816337","32450147.83407948","28304850.106625058","20808245.797387753",
"2020-10-14 00:00","40288317.07587499","32434649.45645432","28290593.900904093","20824474.87611555",
"2020-10-15 00:00","40317623.10342478","32465119.98936836","28309150.087238107","20876577.26232816",
"2020-10-16 00:00","40239767.53489732","32392631.51021388","28286551.319382206","20837728.973421764",
"2020-10-17 00:00","40235570.70125195","32398313.587650817","28338162.768761154","20892866.779756006",
"2020-10-18 00:00","40242214.97998843","32391700.430192005","28324264.5442201","20882939.83861631",
"2020-10-19 00:00","40269725.466574974","32438676.050923176","28373741.33888796","20930792.116087012",
"2020-10-20 00:00","40203565.46948604","32426845.28886539","28370589.57537501","20951189.47209934",
"2020-10-21 00:00","40228272.63039261","32429322.163932808","28381334.599796314","20962263.046651848",
"2020-10-22 00:00","40033021.59178122","32253200.746466085","28159549.044787295","20666442.524101764",
"2020-10-23 00:00","39916982.30658531","32155937.474508144","28129532.007898983","20597581.853503007",
"2020-10-24 00:00","39956149.79489151","32215103.051235076","28183990.517279603","20647345.109667026",
"2020-10-25 00:00","40064882.820566714","32337740.338321514","28301088.203177653","20759948.233633243",
"2020-10-26 00:00","40144916.51924466","32391505.00137641","28320680.998701345","20810400.194934346",
"2020-10-27 00:00","40282501.77965442","32502734.480264746","28393014.39694001","20857387.645060007",
"2020-10-28 00:00","40360324.5433081","32585528.19788405","28501118.833813738","20989485.47837911",
"2020-10-29 00:00","40267196.788186185","32474448.864119716","28365153.322652753","20871889.15325983",
"2020-10-30 00:00","40227828.25128687","32474800.30200319","28361230.163729742","20890609.325070776",
"2020-10-31 00:00","40258385.70734696","32503789.32570355","28421257.694287434","20961064.75818329",
"2020-11-01 00:00","40237020.49278202","32479496.559774596","28389322.580599967","20923665.48408794",
"2020-11-02 00:00","40095123.151719004","32380896.341970295","28333770.652706288","20848001.02714421",
"2020-11-03 00:00","39974851.88750456","32252370.82285601","28192784.1038751","20713780.59236926",
"2020-11-04 00:00","39819328.91638111","32079470.22837544","28052523.29498503","20759065.04720882",
"2020-11-05 00:00","39814064.166724525","32076122.483760517","28010763.54108542","20697536.446126115",
"2020-11-06 00:00","39830194.22343014","32104492.19001725","28085212.90831237","20763607.73212432",
"2020-11-07 00:00","39813459.94037159","31990670.59046314","27915850.837635677","20526144.138457175",
"2020-11-08 00:00","39860678.21488299","32084365.204920623","28047900.745065376","20752152.326372907",
"2020-11-09 00:00","39960843.92000793","32198122.636182647","28161658.19029449","20874951.69546876",
"2020-11-10 00:00","40035771.07796575","32270954.71377577","28206025.12460518","20913530.991979387",
"2020-11-11 00:00","40183256.12334351","32417430.926549073","28352501.352210395","21057265.220861524",
"2020-11-12 00:00","39859954.659315646","32047751.121108554","27953092.225965533","20628925.51465332",
"2020-11-13 00:00","39894881.20883436","32083047.288911846","27994938.94192082","20704590.04280005",
"2020-11-14 00:00","39978150.90498039","32166511.904734667","28098393.571727365","20817201.408027664",
"2020-11-15 00:00","39964440.23593816","32155956.891684912","28090955.674606908","20815443.76758915",
"2020-11-16 00:00","39936385.34374488","32148076.827041116","28083075.666460343","20819300.998219684",
"2020-11-17 00:00","39275346.894291595","31417891.41900319","27323232.812849164","20002544.940073263",
"2020-11-18 00:00","39353407.25394355","31489182.830102","27394524.29785021","20042065.002519242",
"2020-11-19 00:00","39192806.03048353","31342367.753046855","27248677.226452984","20014472.098611064",
"2020-11-20 00:00","39245217.512074634","31355445.333288655","27253914.42521522","19931930.1394068",
"2020-11-21 00:00","39255133.910164215","31347760.00644683","27234060.270695865","19856847.358729217",
"2020-11-22 00:00","39256160.00720697","31350587.102878805","27164860.228822153","19717159.52383124",
"2020-11-23 00:00","39182135.363310054","31226263.915152885","26987159.37684554","19280940.920725167",
"2020-11-24 00:00","39218108.02317113","31252856.06140808","27092418.044921115","19005853.87009647",
"2020-11-25 00:00","39354895.72274033","31402264.388196126","27249044.60408252","19096513.213646166",
"2020-11-26 00:00","39357222.81181346","31395624.42053008","27231844.356340133","19085487.672842916",
"2020-11-27 00:00","39250552.90220177","31320647.79516518","27179306.304689303","19036220.275511272",
"2020-11-28 00:00","39415857.41145067","31469309.876240507","27312048.67065024","19172313.090366244",
"2020-11-29 00:00","39381510.48024878","31431941.065234315","27264730.656140465","19121994.148257457",
"2020-11-30 00:00","39373009.30257254","31436274.82544054","27241097.09197067","19059329.78050429",
"2020-12-01 00:00","39331521.941760644","31365398.908698518","27152646.46415353","18999726.66117486",
"2020-12-02 00:00","39509704.90710491","31572109.636047304","27369952.0539596","19269644.23766512",
"2020-12-03 00:00","39492122.52270878","31552310.55023038","27331265.381969813","19239954.499608267",
"2020-12-04 00:00","39583956.77928418","31618999.663056716","27392911.977456026","19297966.226367217",
"2020-12-05 00:00","39606992.45135352","31671498.169283662","27464581.046494443","19387886.775463175",
"2020-12-06 00:00","39710374.80264268","31770766.57700891","27547696.986334518","19490793.185837112",
"2020-12-07 00:00","39770469.855583616","31845221.60732424","27647247.462755002","19572519.886865284",
"2020-12-08 00:00","39816311.6666362","31867205.064448643","27701587.649271704","19679949.238211732",
"2020-12-09 00:00","39874973.071691185","31918349.87874356","27696092.253056146","19636258.966990538",
"2020-12-10 00:00","39883415.84766446","31941381.926860567","27738193.465495043","19699223.120700933",
"2020-12-11 00:00","39834915.11143151","31903331.81857655","27731488.213517558","19705155.912602756",
"2020-12-12 00:00","39842753.716391064","31904229.19328825","27741118.314830992","19708692.7578771",
"2020-12-13 00:00","39813410.53613928","31900912.510404196","27737662.443275534","19714547.972157672",
"2020-12-14 00:00","39828111.03130538","31914904.882220183","27751543.324796677","19731495.86266772",
"2020-12-15 00:00","39864467.96044774","31933611.52939488","27775003.732313268","19795596.26017503",
"2020-12-16 00:00","39873240.72454008","31930822.667576633","27760437.8948813","19791039.397001915",
"2020-12-17 00:00","40014244.46586614","31977844.40044694","27757294.204439715","19771563.424535997",
"2020-12-18 00:00","39945359.67654192","31925688.22889276","27682963.75313689","19684949.87039059",
"2020-12-19 00:00","39973652.16544935","31897558.036398787","27536715.997757487","19458880.65537928",
"2020-12-20 00:00","40066302.096173175","32039139.899372734","27769857.041766327","20127197.270478178",
"2020-12-21 00:00","40166787.30354365","32175348.15218685","27916144.394385807","20288068.817616817",
"2020-12-22 00:00","40313060.782079145","32339440.77308353","28084638.573005322","20443383.486131273",
"2020-12-23 00:00","40355319.28769171","32382703.870122436","28134464.202436425","20534996.06638755",
"2020-12-24 00:00","40452349.910140954","32471842.154371154","28226201.70368987","20576603.492199037",
"2020-12-25 00:00","40388600.837148756","32409976.61578222","28163379.930313744","20595580.15587835",
"2020-12-26 00:00","40424623.93084149","32442825.462778915","28202150.777665623","20628169.781790677",
"2020-12-27 00:00","40426192.6732416","32442516.645419296","28228190.500521615","20625796.600110877",
"2020-12-28 00:00","40458513.06432411","32448712.972723883","28239813.83021769","20528702.268696763",
"2020-12-29 00:00","40358250.3331338","32375087.446746383","28158081.012246788","20457081.627501518",
"2020-12-30 00:00","40429150.68977766","32441016.70149508","28225276.19893194","20365083.266111474",
"2020-12-31 00:00","40522630.282089986","32513992.887172215","28287630.0874735","20542274.00169647",
"2021-01-01 00:00","40518665.65793776","32497850.06011583","28298843.383105017","20557059.076719403",
"2021-01-02 00:00","40618845.594775915","32592210.468111835","28382573.930504434","20569269.74349867",
"2021-01-03 00:00","40455394.43429084","32425431.958812773","28209102.735746585","20403959.256388027",
"2021-01-04 00:00","40457619.105172805","32355644.298691135","28092159.095168374","20093436.490785442",
"2021-01-05 00:00","40453331.920822725","32298516.844444744","28012120.999079812","20074063.39458252",
"2021-01-06 00:00","40424432.26989975","32286734.418438792","28008142.97458609","20146061.08241896",
"2021-01-07 00:00","40380426.570018366","32261012.18970193","27979338.11463508","20071987.19815436",
"2021-01-08 00:00","40542721.75037978","32408340.470531266","28080921.250937697","20107517.209812056",
"2021-01-09 00:00","40439425.563861184","32341060.20839362","28071797.639970906","20500066.645134915",
"2021-01-10 00:00","40475299.009501845","32339051.085985593","28056640.72522873","20490389.988057077",
"2021-01-11 00:00","40529907.1166085","32404237.80797549","28079077.189203903","20379417.768829368",
"2021-01-12 00:00","40652864.11457312","32538823.463083208","28187805.123081617","20514781.438775305",
"2021-01-13 00:00","40638798.10057172","32580909.584037464","28235922.9695593","20172260.43060868",
"2021-01-14 00:00","40141957.49396117","32006236.98699456","27632157.70309329","19609348.75885413",
"2021-01-15 00:00","40176808.45407491","32037664.612752974","27685713.664402314","19657006.519772522",
"2021-01-16 00:00","40294743.911264084","32127840.056597743","27775889.195241336","19799087.76774533",
"2021-01-17 00:00","40352504.255703956","32205977.185541056","27849069.902234156","19847629.423271652",
"2021-01-18 00:00","40417749.89530646","32266934.231082","27901120.592535537","19933224.58381234",
"2021-01-19 00:00","40694748.17699146","32484867.51264516","28047169.89571837","20035462.838231117",
"2021-01-20 00:00","40227845.0954661","31982018.580870718","27587367.876142938","20053952.39020808",
"2021-01-21 00:00","39973232.63959505","31721795.80283548","27321774.683666993","19715436.25920515",
"2021-01-22 00:00","39917973.70563832","31690134.04298715","27342937.834511325","19827375.63647545",
"2021-01-23 00:00","39606791.52449709","31505199.957510788","27246022.236898102","19865927.08624628",
"2021-01-24 00:00","39669863.97600244","31592765.44501918","27330512.123819876","19851043.37014941",
"2021-01-25 00:00","39712089.26823596","31635907.514121324","27396884.657820135","19850711.343095187",
"2021-01-26 00:00","39724664.57145869","31617502.558750037","27326519.288896307","19880626.947403878",
"2021-01-27 00:00","39795052.67760801","31640770.295257457","27325393.571736444","19892151.49426551",
"2021-01-28 00:00","39861053.34170916","31731512.198209602","27391946.053411342","19913494.918380387",
"2021-01-29 00:00","39830525.67610574","31744377.128393408","27439368.004759364","19933313.34392145",
"2021-01-30 00:00","40061194.05218091","32021457.472230032","27763637.263836835","20287595.005401928",
"2021-01-31 00:00","40153459.15413344","32124103.741673015","27869597.20081931","20364565.99774011",
"2021-02-01 00:00","40119029.66531912","32058559.378085587","27804016.86127709","20276034.891281404",
"2021-02-02 00:00","40181797.153146386","32141573.79523972","27887624.632224865","20318336.34970665",
"2021-02-03 00:00","40374467.50171714","32339852.500818577","28081929.5940639","20348669.305872526",
"2021-02-04 00:00","40256282.74639808","32213356.10093611","27956333.200061437","20337351.61895044",
"2021-02-05 00:00","40224996.75140188","32135669.445120387","27893635.200282235","20289661.24074713",
"2021-02-06 00:00","40268447.37036194","32185221.461843215","27965791.91508365","20375436.827105183",
"2021-02-07 00:00","40179503.5524366","32072314.622798182","27852666.5124701","20381482.02148956",
"2021-02-08 00:00","40088662.690063514","32019373.269338597","27809528.689682897","20371551.071645476",
"2021-02-09 00:00","40150609.5435929","32077821.009993467","27870246.013701677","20408509.07846513",
"2021-02-10 00:00","40048897.11159569","31989918.51248074","27793854.09449442","20484735.212753244",
"2021-02-11 00:00","40224011.84708923","32129205.440774173","27920249.464861587","20559110.652460124",
"2021-02-12 00:00","40204008.728359","32122660.713448834","27924398.876756307","20619185.724518772",
"2021-02-13 00:00","40117779.32439994","32037126.758192997","27861826.813713133","20590631.4840787",
"2021-02-14 00:00","40162327.37113742","32081524.48908924","27882303.580031008","20581024.309113488",
"2021-02-15 00:00","40162581.306264736","32048727.28567945","27844712.413787384","20590247.604837153",
"2021-02-16 00:00","40112903.87522703","32007791.768198416","27797313.047194242","20531472.3554034",
"2021-02-17 00:00","40134777.59495775","32045072.7461593","27852779.66146784","20673874.43959606",
"2021-02-18 00:00","40278632.05653787","32182195.631621227","27984397.9354431","20742469.080558117",
"2021-02-19 00:00","40378648.96434191","32319084.560213152","28128688.849107467","20833931.43493051",
"2021-02-20 00:00","40470095.44261025","32367784.878696147","28147532.048104815","20909050.4491322",
"2021-02-21 00:00","40466739.000374705","32336381.55523765","28121825.35584672","20980622.105682995",
"2021-02-22 00:00","40464085.39580455","32336166.004433505","28118025.720642686","20999663.46697396",
"2021-02-23 00:00","40769313.83299232","32695796.285886876","28406652.173458","20571048.5231781",
"2021-02-24 00:00","40836521.24162692","32752563.8330917","28444813.20074803","20650691.65526994",
"2021-02-25 00:00","40859125.62289613","32784669.136300407","28525808.806371387","20760044.86140539",
"2021-02-26 00:00","40796029.49702182","32729826.675117254","28513434.07094046","20765706.404985514",
"2021-02-27 00:00","40792556.36685434","32703462.562238112","28484910.27398552","20707917.29238276",
"2021-02-28 00:00","40783893.80650929","32680639.051839564","28485639.226684757","20762268.765559886",
"2021-03-01 00:00","40760300.72988062","32641499.371678215","28466919.994200032","20745594.10785234",
"2021-03-02 00:00","40986742.54272607","32876639.372045018","28651326.721199647","20793369.450816818",
"2021-03-03 00:00","41089950.300228685","32953820.16891232","28731993.31601094","20947530.201440353",
