,trade_vol_s,trade_vol_m,trade_vol_l,trade_vol_x,short,long,date
380,4349606910,7331073790.0,129659264.0,59237226.0,6150470622.0,5719106568.0,2021-05-14 00:00
381,4259094790,6288411910.0,129938096.0,58194926.0,5528169746.0,5207469976.0,2021-05-15 00:00
382,7298233090,9827913200.0,196758512.0,92665036.0,9007170594.0,8408399244.0,2021-05-16 00:00
383,5849062660,7353213690.0,132852536.0,53971244.0,6741187306.0,6647912824.0,2021-05-17 00:00
384,6205583880,7694521850.0,141543140.0,48945882.0,7301356734.0,6789238018.0,2021-05-18 00:00
385,6738145540,5633989890.0,78175386.0,23912983.0,6288192671.0,6186031128.0,2021-05-19 00:00
386,5362438400,4208061180.0,57585858.0,12777873.5,4856596773.0,4784266538.5,2021-05-20 00:00
387,7288157180,4763795710.0,90069368.0,28118196.0,6112861934.0,6057278520.0,2021-05-21 00:00
388,5796995840,3482495870.0,74394008.0,35251297.5,4745402100.0,4643734915.5,2021-05-22 00:00
389,6961564930,4895508220.0,110710024.0,20402936.5,5915496714.5,6072689396.0,2021-05-23 00:00
390,7486227200,6424883200.0,100070992.0,34734356.0,7036777238.0,7009138510.0,2021-05-24 00:00
391,5681062910,5488691970.0,100144188.0,37916546.0,5702873062.0,5604942552.0,2021-05-25 00:00
392,5316395780,4859450370.0,90422844.0,35836728.0,5160126048.0,5141979674.0,2021-05-26 00:00
393,5165791230,5132240380.0,92100620.0,22118929.0,5248579355.0,5163671804.0,2021-05-27 00:00
394,5304612610,5051062020.0,97253560.0,44598816.0,5290211552.0,5207315454.0,2021-05-28 00:00
395,5318052350,4661475330.0,82295762.0,36315804.0,5034667538.0,5063471708.0,2021-05-29 00:00
396,4963774470,4738254850.0,109205768.0,40963658.0,4853445480.0,4998753266.0,2021-05-30 00:00
397,4938286590,5335556870.0,93257080.0,20976596.5,5252007532.5,5136069604.0,2021-05-31 00:00
398,3830070780,4144656770.0,97214948.0,31895202.0,4048631310.0,4055206390.0,2021-06-01 00:00
399,4384834820,5473378050.0,122690480.0,72563148.0,5118553450.0,4934913048.0,2021-06-02 00:00
400,5031662590,5979575800.0,121195144.0,54988416.0,5672967586.0,5514454364.0,2021-06-03 00:00
401,4434697220,5319954430.0,108099476.0,54343318.0,4993106262.0,4923988182.0,2021-06-04 00:00
402,3758869890,4185216000.0,91882052.0,26999223.0,3997184725.0,4065782440.0,2021-06-05 00:00
403,3791105280,4539183610.0,95174992.0,8178371.0,4183687765.5,4249954487.5,2021-06-06 00:00
404,7177827840,8435068950.0,196571616.0,58300694.0,8080486704.0,7787282396.0,2021-06-07 00:00
405,5862041340,6864496120.0,131402528.0,48090353.0,6419383400.0,6486646941.0,2021-06-08 00:00
406,3847216130,4966552320.0,116168180.0,37132406.0,4491002066.0,4476066970.0,2021-06-09 00:00
407,3081566970,3655629820.0,73945022.0,27506910.0,3412381878.0,3426266844.0,2021-06-10 00:00
408,3746110210,4980405760.0,93618708.0,29647655.0,4405173108.0,4444609225.0,2021-06-11 00:00
409,2589645310,3082178430.0,56151584.0,5171425.0,2855118506.0,2878028243.0,2021-06-12 00:00
410,3197155200,3963810430.0,85194456.0,21937856.0,3579073183.0,3689024759.0,2021-06-13 00:00
411,3022518270,3824870020.0,80529876.0,28023829.0,3523426274.0,3432515721.0,2021-06-14 00:00
412,2654528130,3454376450.0,79000782.0,17047913.0,3208112075.0,2996841200.0,2021-06-15 00:00
413,2852417020,3664327040.0,48671970.0,21234772.0,3352506223.0,3234144579.0,2021-06-16 00:00
414,3426121730,4506736890.0,70743888.0,20835661.5,4123806891.0,3900631278.5,2021-06-17 00:00
415,3261596540,4395933690.0,72776456.0,34066766.0,3864098248.0,3900275204.0,2021-06-18 00:00
416,3309466370,4459690240.0,56221172.0,18635303.5,3981596709.5,3862416376.0,2021-06-19 00:00
417,5807385340,7662970880.0,116297688.0,39510180.0,6797974140.0,6828189948.0,2021-06-20 00:00
418,5907460860,6174897410.0,114974152.0,30280082.0,6118883542.0,6108728962.0,2021-06-21 00:00
419,4416036610,4678253560.0,75808808.0,21418829.0,4508342475.0,4683175332.0,2021-06-22 00:00
420,2977644160,3280430080.0,52026144.0,9016154.7,3136677106.5,3182439432.2,2021-06-23 00:00
421,3419378690,4182628870.0,70011504.0,23982198.0,3889538670.0,3806462592.0,2021-06-24 00:00
422,4345704450,4888438020.0,87186232.0,29127115.0,4619725079.0,4730730738.0,2021-06-25 00:00
423,2996952580,3303751800.0,43823459.0,11458940.2,3108626392.0,3247360387.2,2021-06-26 00:00
424,4001777410,5035825920.0,105045684.0,27226471.0,4471547703.0,4698327782.0,2021-06-27 00:00
425,4463177220,5829696770.0,92602148.0,27410979.0,5180149573.0,5232737544.0,2021-06-28 00:00
426,3714610050,4553884420.0,78071424.0,53817910.0,4239407726.0,4160976078.0,2021-06-29 00:00
427,4611682810,6125531650.0,120707564.0,54205404.0,5479652694.0,5432474734.0,2021-06-30 00:00
428,3847544320,4603251710.0,86998128.0,36863133.0,4247652928.0,4327004363.0,2021-07-01 00:00
429,2925377920,3554990590.0,86140104.0,32481330.0,3251642105.0,3347347839.0,2021-07-02 00:00
430,2667319680,3640818810.0,101740208.0,47170332.0,3200955432.0,3256093598.0,2021-07-03 00:00
431,3901651460,5374270980.0,103140040.0,67473726.0,4829689054.0,4616847152.0,2021-07-04 00:00
432,4418659080,5870216960.0,125774024.0,58139860.0,5281600462.0,5191189462.0,2021-07-05 00:00
433,3361802110,4144540540.0,119638960.0,62133170.0,3862603628.0,3825511152.0,2021-07-06 00:00
434,3870172800,4661549060.0,131458356.0,45540922.0,4441163164.0,4267557974.0,2021-07-07 00:00
435,4246774660,4742256890.0,105983100.0,49143146.0,4551589732.0,4592568064.0,2021-07-08 00:00
436,2820674820,2958881660.0,43322112.0,24186324.0,2967772483.0,2879292433.0,2021-07-09 00:00
437,2381725570,2721023360.0,57221862.0,1958059.8,2562269291.8,2599659560.0,2021-07-10 00:00
438,2164312890,2601652220.0,41785006.0,6563943.6,2487277310.1,2327036749.5,2021-07-11 00:00
439,3535018500,4176020350.0,100541056.0,27094442.0,3961878070.0,3876796278.0,2021-07-12 00:00
440,4031110780,4591473920.0,103271364.0,19828531.0,4364999503.0,4380685092.0,2021-07-13 00:00
441,3599031290,3902862210.0,64202366.0,17345853.0,3838675825.0,3744765894.0,2021-07-14 00:00
442,3534446460,3799500290.0,68185988.0,8754614.5,3694471649.0,3716415703.5,2021-07-15 00:00
443,2894716550,3121458950.0,66061498.0,17299361.8,3043253333.0,3056283026.8,2021-07-16 00:00
444,3021308550,3366405250.0,79878564.0,31409463.0,3261666082.0,3237335745.0,2021-07-17 00:00
445,2891100420,3405606400.0,83385580.0,36697967.0,3275545050.0,3141245317.0,2021-07-18 00:00
446,3353677320,3841194880.0,83643032.0,22628012.0,3652547799.0,3648595445.0,2021-07-19 00:00
447,3261867770,3997767680.0,105061932.0,59101360.0,3597670816.0,3826127926.0,2021-07-20 00:00
448,4458470140,5368294400.0,152323336.0,130315268.0,4983055930.0,5126347214.0,2021-07-21 00:00
449,2459682680,2973581310.0,92154388.0,30380834.0,2797962876.0,2757836336.0,2021-07-22 00:00
450,2878567040,3827953660.0,111535124.0,51701556.0,3385289926.0,3484467454.0,2021-07-23 00:00
451,2541650430,3552484600.0,81949264.0,21556971.0,3131450527.0,3066190738.0,2021-07-24 00:00
452,3807113980,5246731520.0,149889640.0,33587215.8,4601860645.8,4635461710.0,2021-07-25 00:00
453,4838590980,5849289980.0,144948072.0,33584796.0,5516668444.0,5349745384.0,2021-07-26 00:00
454,3581776260,4053163770.0,67632978.0,14701202.0,3927418932.0,3789855278.0,2021-07-27 00:00
455,2621885690,3288914820.0,56436774.0,9208427.4,2984147232.0,2992298479.4,2021-07-28 00:00
456,3114398590,4273755770.0,97054084.0,44406720.0,3782232946.0,3747382218.0,2021-07-29 00:00
457,2958523910,3365594240.0,65040642.0,7874052.7,3180087089.2,3216945755.5,2021-07-30 00:00
458,3371077120,4295401480.0,98059268.0,47505592.0,3890443388.0,3921600072.0,2021-07-31 00:00
459,6444851200,8820880800.0,232445480.0,92255492.0,7934439376.0,7655993596.0,2021-08-01 00:00
460,4272097410,5676950530.0,157931720.0,39187637.0,5221787976.0,4924379321.0,2021-08-02 00:00
461,4138087300,5579751940.0,127615256.0,68462840.0,4921736708.0,4992180628.0,2021-08-03 00:00
462,6208592900,8851579400.0,214775864.0,115792424.0,7857362444.0,7533378144.0,2021-08-04 00:00
463,4499996160,6187440380.0,117302892.0,71254724.0,5454774592.0,5421219564.0,2021-08-05 00:00
464,5933817600,7939522310.0,165785696.0,104085472.0,7069075370.0,7074135708.0,2021-08-06 00:00
465,5468432640,7295800580.0,189820120.0,131648500.0,6669670512.0,6416031328.0,2021-08-07 00:00
466,5986824450,8963812300.0,199214336.0,119668484.0,7671425292.0,7598094278.0,2021-08-08 00:00
467,4899418370,7616540410.0,221394528.0,64403528.0,6653095636.0,6148661200.0,2021-08-09 00:00
468,4235208320,6450992900.0,182205904.0,98357848.0,5547065426.0,5419699546.0,2021-08-10 00:00
469,4069875200,6278246140.0,162766268.0,83733274.0,5544111030.0,5050509852.0,2021-08-11 00:00
470,4264344700,6884087300.0,280050096.0,208743648.0,5866691452.0,5770534292.0,2021-08-12 00:00
471,3239522950,4699227640.0,128624000.0,100857724.0,4097542828.0,4070689486.0,2021-08-13 00:00
472,2864804100,4599438850.0,130343904.0,81726200.0,3961266756.0,3715046298.0,2021-08-14 00:00
473,3863247490,6657122560.0,226377344.0,220728000.0,5609787890.0,5357687504.0,2021-08-15 00:00
474,3672501630,5573242880.0,228509920.0,140101448.0,4871204038.0,4743151840.0,2021-08-16 00:00
475,4127785480,5670367230.0,171170244.0,191990152.0,5280781960.0,4880531146.0,2021-08-17 00:00
476,3374039680,4988462080.0,152906532.0,78512156.0,4377894006.0,4216026442.0,2021-08-18 00:00
477,2987160060,4963182080.0,142507024.0,79116654.0,4111710164.0,4060255654.0,2021-08-19 00:00
478,3039739900,4915587320.0,105543484.0,62642026.0,4164154902.0,3959357828.0,2021-08-20 00:00
479,1939954880,3324766590.0,89350364.0,27571206.0,2809271476.0,2572371564.0,2021-08-21 00:00
480,3096252290,5366551300.0,92677068.0,51570146.0,4320112886.0,4286937918.0,2021-08-22 00:00
481,2864516220,5018835460.0,162961904.0,118634308.0,4222657408.0,3942290484.0,2021-08-23 00:00
482,3418011640,5978772480.0,162223176.0,178847960.0,5035114428.0,4702740828.0,2021-08-24 00:00
483,3336889990,5585266430.0,194820248.0,200807080.0,4802259354.0,4515524394.0,2021-08-25 00:00
484,2587202950,4255948920.0,149407708.0,126629548.0,3541543806.0,3577645320.0,2021-08-26 00:00
485,1571388160,2686475140.0,119585148.0,100946576.0,2266383680.0,2212011344.0,2021-08-27 00:00
486,1688238590,3072840190.0,86316880.0,46125574.0,2533853946.0,2359667288.0,2021-08-28 00:00
487,1737586750,3277847170.0,108000650.0,44988214.0,2633280598.0,2535142186.0,2021-08-29 00:00
488,4425393670,8636413690.0,309110064.0,380233888.0,6913336332.0,6837814980.0,2021-08-30 00:00
489,3069520120,5791613690.0,179000720.0,214059336.0,4621305664.0,4632888202.0,2021-08-31 00:00
490,3587605630,6325840640.0,150147428.0,122595696.0,5202681708.0,4983507686.0,2021-09-01 00:00
491,3115983750,6085966340.0,155526752.0,83467000.0,4766676848.0,4674266994.0,2021-09-02 00:00
492,1982532090,3713002240.0,112227444.0,71335643.0,3087644496.0,2791452921.0,2021-09-03 00:00
493,2030058560,3962094210.0,127592836.0,106727528.0,3229085114.0,2997388020.0,2021-09-04 00:00
494,1807582330,3698620420.0,100293654.0,149440720.0,3030164048.0,2725773076.0,2021-09-05 00:00
495,2542769410,5163803400.0,149758376.0,107794616.0,4186733556.0,3777392246.0,2021-09-06 00:00
496,4510666500,5941783810.0,131277228.0,100713720.0,5337860722.0,5346580536.0,2021-09-07 00:00
497,2878068990,4179817340.0,71421800.0,27235877.0,3618119908.0,3538424099.0,2021-09-08 00:00
498,2811444730,3736350720.0,97160316.0,47379226.0,3440083950.0,3252251042.0,2021-09-09 00:00
499,2516924290,3022280960.0,60814806.0,31597449.0,2840342412.0,2791275093.0,2021-09-10 00:00
500,1934752770,2379675000.0,46875654.0,28123292.0,2211260297.0,2178166419.0,2021-09-11 00:00
501,3134057470,3913192190.0,86534680.0,31580950.0,3676826276.0,3488539014.0,2021-09-12 00:00
502,2221563520,2769461500.0,60253318.0,8684043.0,2502943098.5,2557019282.5,2021-09-13 00:00
503,2108335300,2817672830.0,54601208.0,25920142.0,2487436648.0,2519092832.0,2021-09-14 00:00
504,2872471300,3965446780.0,122348352.0,71105916.0,3539231674.0,3492140674.0,2021-09-15 00:00
505,2387248770,3080677640.0,80971050.0,73509160.0,2936786054.0,2685620566.0,2021-09-16 00:00
506,2174111490,2825524870.0,83558658.0,64606068.0,2632969434.0,2514831652.0,2021-09-17 00:00
507,1955293380,2589894780.0,50869340.0,28382870.0,2399237435.0,2225202935.0,2021-09-18 00:00
508,3587451910,4274374530.0,112263436.0,88090568.0,4242101896.0,3820078548.0,2021-09-19 00:00
509,4060251000,4494437120.0,123507216.0,88066438.0,4414468904.0,4351792870.0,2021-09-20 00:00
510,4814208260,4807228930.0,129179064.0,61770952.0,4867058480.0,4945328726.0,2021-09-21 00:00
511,3154290560,3337172090.0,72132586.0,45104555.0,3289996869.0,3318702922.0,2021-09-22 00:00
512,3888588800,4323825160.0,123791992.0,112594772.0,4240555510.0,4208245214.0,2021-09-23 00:00
513,3033620740,3228577530.0,97838740.0,47589012.0,3180027508.0,3227598514.0,2021-09-24 00:00
514,3267306620,3325660800.0,133806356.0,47601644.0,3372236712.0,3402138708.0,2021-09-25 00:00
515,2813310590,2863753470.0,84482488.0,59774894.0,2916076198.0,2905245244.0,2021-09-26 00:00
516,3185069310,3245366400.0,108742216.0,47665964.0,3344493642.0,3242350248.0,2021-09-27 00:00
517,2799441540,2690453250.0,84058276.0,37920190.0,2805140762.0,2806732494.0,2021-09-28 00:00
518,3202518400,3181644160.0,91446280.0,34679415.0,3249963300.0,3260324955.0,2021-09-29 00:00
519,3196708990,3171540480.0,107927344.0,64162844.0,3186005752.0,3354333906.0,2021-09-30 00:00
520,2446039810,2609640580.0,83156530.0,53949568.0,2536117684.0,2656668804.0,2021-10-01 00:00
521,2269886980,2250925190.0,66915380.0,43305180.0,2349657756.0,2281374974.0,2021-10-02 00:00
522,2850731260,2912202370.0,73625568.0,40996120.0,3004331828.0,2873223490.0,2021-10-03 00:00
523,2654668280,2748004220.0,98788168.0,103896104.0,2795092220.0,2810264552.0,2021-10-04 00:00
524,3156673280,3455464450.0,96485688.0,65094562.0,3416188370.0,3357529610.0,2021-10-05 00:00
525,2857080710,3073346300.0,96146932.0,89406596.0,3191650550.0,2924329988.0,2021-10-06 00:00
526,2527001080,2908179970.0,69456186.0,49182068.0,2837356122.0,2716463182.0,2021-10-07 00:00
527,1674479610,2145317370.0,31152916.0,36428562.0,2002102974.0,1885275484.0,2021-10-08 00:00
528,1760202500,2300477700.0,61749852.0,27613250.0,2149261880.0,2000781422.0,2021-10-09 00:00
529,2722227330,3832136830.0,110089636.0,116942792.0,3478742964.0,3302653624.0,2021-10-10 00:00
530,2765920130,4012277250.0,86940108.0,73556320.0,3573897248.0,3364796560.0,2021-10-11 00:00
531,2345757570,3138202620.0,78604312.0,25538579.5,2862400000.0,2725703081.5,2021-10-12 00:00
532,2594700420,3741833980.0,109182724.0,58993584.0,3226150722.0,3278559986.0,2021-10-13 00:00
533,2467673600,3381128570.0,105852040.0,52104612.0,3092264670.0,2914494152.0,2021-10-14 00:00
534,2399727230,3572567680.0,160510800.0,107795596.0,3236241354.0,3004359952.0,2021-10-15 00:00
535,1836205000,2829872640.0,92799136.0,39952216.0,2533706894.0,2265122098.0,2021-10-16 00:00
536,2912136450,4229763330.0,141871512.0,64608640.0,3850305026.0,3498074906.0,2021-10-17 00:00
537,2282463360,3513669510.0,108911340.0,58395428.0,3137027132.0,2826412506.0,2021-10-18 00:00
538,2652775680,4513646850.0,129759292.0,94781632.0,3745399618.0,3645563836.0,2021-10-19 00:00
539,4801287930,8224557360.0,251815520.0,223654328.0,7043414390.0,6457900748.0,2021-10-20 00:00
540,3215753350,4994120450.0,167233648.0,112352232.0,4455308028.0,4034151652.0,2021-10-21 00:00
541,2418041730,3638637310.0,121477960.0,112315176.0,3192695740.0,3097776436.0,2021-10-22 00:00
542,2237300230,3573496450.0,114479828.0,102459144.0,3138758574.0,2888977078.0,2021-10-23 00:00
543,2057976250,3684403840.0,92944260.0,105245936.0,3033641216.0,2906929070.0,2021-10-24 00:00
544,1866124860,3244600070.0,117719164.0,84932450.0,2789515760.0,2523860784.0,2021-10-25 00:00
545,3760969340,6512673540.0,249768248.0,137547576.0,5486282652.0,5174676052.0,2021-10-26 00:00
546,2702208380,4799204610.0,163367864.0,88796720.0,3930069648.0,3823507926.0,2021-10-27 00:00
547,3509712000,5590315260.0,180195352.0,152798432.0,4755173026.0,4677848018.0,2021-10-28 00:00
548,2010821570,3297271810.0,102822580.0,41716992.0,2839980504.0,2612652448.0,2021-10-29 00:00
549,2125994240,3463117950.0,125830196.0,105186096.0,2972975580.0,2847152902.0,2021-10-30 00:00
550,527044992,790911104.0,19997641.0,10743247.0,698187710.0,650509274.0,2021-10-31 00:00
